hour,day,location,weather,road_condition,vehicle_type,accident,special_event,congestion
1,Sun,Market,Rainy,Bad,Bike,1,0,0
8,Thu,Office-Area,Foggy,Good,Truck,0,1,1
3,Sat,Market,Rainy,Bad,Bus,1,0,1
10,Fri,Highway,Rainy,Good,Car,1,1,1
0,Tue,Office-Area,Foggy,Bad,Bike,1,1,0
12,Tue,Residential,Clear,Good,Truck,0,0,1
12,Thu,Residential,Rainy,Bad,Car,0,0,0
22,Thu,Highway,Rainy,Good,Car,0,0,0
6,Fri,Office-Area,Rainy,Good,Truck,1,0,0
21,Wed,Highway,Rainy,Bad,Car,0,1,0
17,Fri,Office-Area,Foggy,Good,Truck,0,1,0
19,Mon,Highway,Clear,Good,Car,1,0,1
10,Sun,Market,Clear,Bad,Bike,1,1,1
11,Tue,Highway,Foggy,Bad,Bike,1,1,1
13,Sun,Highway,Clear,Good,Car,0,1,1
2,Wed,Office-Area,Rainy,Bad,Car,1,1,0
20,Sat,Office-Area,Clear,Good,Bus,0,1,1
19,Tue,School-Zone,Foggy,Bad,Car,0,1,1
16,Mon,School-Zone,Foggy,Bad,Car,0,1,0
6,Mon,Highway,Rainy,Bad,Car,0,0,0
2,Mon,Office-Area,Foggy,Bad,Car,1,0,1
17,Sat,Office-Area,Clear,Bad,Bike,0,1,1
16,Sat,Residential,Rainy,Good,Bus,0,0,1
13,Sat,Residential,Clear,Bad,Bike,0,1,0
20,Tue,School-Zone,Clear,Bad,Bus,1,1,1
2,Tue,Office-Area,Rainy,Good,Truck,0,0,1
10,Wed,Residential,Clear,Good,Car,0,0,0
18,Wed,Highway,Rainy,Good,Truck,0,1,0
5,Wed,Market,Rainy,Bad,Bus,0,0,1
4,Sun,Highway,Rainy,Good,Bike,1,0,1
0,Wed,Residential,Clear,Bad,Bus,0,1,0
22,Mon,Residential,Rainy,Bad,Bike,1,0,1
11,Fri,Residential,Clear,Good,Truck,1,1,0
13,Mon,Market,Foggy,Good,Bus,0,1,0
23,Mon,Office-Area,Clear,Bad,Truck,1,0,1
5,Sun,Office-Area,Foggy,Bad,Bus,1,0,1
18,Tue,Market,Rainy,Good,Bus,0,0,0
21,Thu,Market,Clear,Good,Bike,0,1,0
5,Fri,Office-Area,Clear,Bad,Truck,1,1,0
0,Thu,Residential,Rainy,Good,Truck,1,1,0
16,Thu,Office-Area,Clear,Bad,Bus,0,0,0
6,Sun,Residential,Foggy,Bad,Bike,1,1,0
0,Tue,Office-Area,Rainy,Good,Bike,1,0,0
14,Sun,Office-Area,Clear,Bad,Bus,1,0,0
8,Tue,Office-Area,Rainy,Bad,Car,0,0,0
9,Tue,School-Zone,Rainy,Bad,Bike,1,0,0
19,Sat,Market,Rainy,Good,Bus,1,0,0
8,Sun,Residential,Rainy,Bad,Bus,0,0,0
21,Sat,Office-Area,Clear,Bad,Bus,0,1,0
1,Fri,Market,Rainy,Good,Car,0,1,1
13,Thu,Office-Area,Rainy,Bad,Bus,0,0,1
23,Thu,School-Zone,Foggy,Bad,Bike,1,0,0
12,Thu,School-Zone,Foggy,Bad,Truck,0,0,1
19,Fri,Residential,Clear,Good,Car,0,1,1
6,Tue,Residential,Rainy,Good,Bus,0,1,1
18,Thu,Market,Rainy,Bad,Bike,0,0,1
1,Sun,Market,Rainy,Bad,Bus,1,0,1
15,Tue,School-Zone,Rainy,Good,Bike,0,0,0
1,Thu,School-Zone,Clear,Good,Bus,1,1,1
22,Sun,School-Zone,Rainy,Bad,Bike,1,0,0
19,Sun,Market,Foggy,Good,Truck,0,1,1
12,Sat,School-Zone,Rainy,Bad,Bus,1,0,1
0,Tue,School-Zone,Foggy,Bad,Bus,0,0,1
16,Tue,Market,Clear,Good,Bike,0,0,1
14,Fri,Residential,Foggy,Good,Truck,1,1,1
18,Mon,Residential,Foggy,Bad,Bus,1,0,1
5,Fri,Residential,Foggy,Good,Car,0,0,0
15,Mon,Residential,Foggy,Bad,Bus,0,1,1
17,Sat,Residential,Clear,Good,Truck,0,0,0
7,Tue,Market,Rainy,Bad,Car,0,1,0
20,Mon,Residential,Foggy,Bad,Car,1,0,1
9,Sat,Highway,Foggy,Bad,Car,0,1,0
19,Thu,Office-Area,Rainy,Good,Bike,0,0,1
9,Mon,School-Zone,Foggy,Bad,Bike,0,0,0
11,Tue,Highway,Clear,Bad,Bike,0,0,0
11,Wed,Market,Clear,Good,Bike,0,0,0
14,Thu,School-Zone,Clear,Bad,Bike,1,1,0
9,Sun,Highway,Foggy,Bad,Bike,0,0,1
14,Thu,Market,Clear,Good,Car,1,0,0
6,Sat,School-Zone,Rainy,Bad,Bike,0,1,0
13,Sun,Office-Area,Rainy,Bad,Truck,0,1,1
10,Thu,Office-Area,Foggy,Good,Truck,0,0,0
23,Tue,Residential,Rainy,Bad,Truck,1,0,1
7,Tue,Residential,Rainy,Bad,Bus,1,0,1
12,Tue,School-Zone,Rainy,Bad,Car,1,0,0
19,Mon,Office-Area,Clear,Good,Truck,1,0,0
4,Mon,School-Zone,Rainy,Bad,Bus,0,0,0
4,Thu,Office-Area,Clear,Good,Truck,0,0,0
13,Tue,Office-Area,Rainy,Good,Bus,0,1,0
2,Fri,Highway,Clear,Bad,Bus,0,0,1
17,Fri,Market,Foggy,Good,Truck,0,0,1
1,Tue,Residential,Clear,Bad,Bus,1,1,1
9,Sun,Residential,Clear,Bad,Car,0,0,0
11,Mon,Highway,Clear,Good,Bike,1,1,0
13,Wed,Office-Area,Foggy,Good,Truck,1,1,0
2,Fri,Market,Clear,Good,Car,1,1,1
20,Thu,Highway,Foggy,Good,Car,0,1,1
2,Mon,School-Zone,Foggy,Good,Bus,0,0,1
17,Wed,Residential,Clear,Bad,Bus,1,1,0
12,Sun,Highway,Rainy,Bad,Car,0,0,0
18,Mon,Highway,Clear,Good,Truck,0,0,1
7,Sun,Market,Clear,Good,Truck,0,0,0
5,Wed,Office-Area,Rainy,Bad,Car,0,0,0
18,Fri,Highway,Clear,Bad,Bike,1,0,0
10,Thu,Residential,Clear,Bad,Car,0,0,0
22,Sat,Highway,Rainy,Bad,Bike,0,0,1
23,Mon,School-Zone,Foggy,Good,Bus,1,0,1
5,Sat,School-Zone,Foggy,Bad,Truck,1,0,1
7,Thu,School-Zone,Clear,Bad,Bike,1,1,1
17,Fri,Office-Area,Rainy,Good,Truck,0,0,1
1,Wed,Office-Area,Clear,Good,Truck,0,1,1
17,Mon,Market,Rainy,Good,Truck,1,0,1
12,Sat,Market,Clear,Good,Truck,0,1,0
4,Tue,Office-Area,Foggy,Bad,Bus,0,0,1
12,Thu,School-Zone,Rainy,Bad,Bike,0,0,0
23,Mon,Market,Rainy,Good,Truck,0,0,0
5,Wed,Highway,Rainy,Bad,Bike,1,0,1
20,Mon,Market,Rainy,Good,Truck,0,0,0
3,Sat,Highway,Clear,Bad,Car,0,0,0
2,Sun,School-Zone,Foggy,Bad,Bus,1,1,1
10,Wed,Highway,Clear,Good,Bus,1,0,1
20,Fri,Market,Rainy,Bad,Car,1,0,0
18,Fri,Market,Clear,Good,Bike,1,1,0
19,Mon,Residential,Clear,Good,Bus,1,0,0
2,Mon,Highway,Rainy,Bad,Truck,1,1,1
8,Fri,Office-Area,Clear,Bad,Bus,0,0,1
8,Mon,Residential,Foggy,Bad,Car,1,1,1
11,Mon,Residential,Rainy,Bad,Car,1,0,0
16,Sat,Highway,Foggy,Bad,Car,0,1,1
20,Fri,Office-Area,Clear,Good,Truck,1,1,0
10,Sat,School-Zone,Foggy,Good,Bus,1,1,0
23,Fri,Market,Foggy,Bad,Bike,0,0,1
6,Wed,Residential,Foggy,Bad,Bike,0,1,0
0,Fri,Office-Area,Clear,Good,Bus,0,1,0
0,Wed,Office-Area,Clear,Bad,Car,1,1,1
2,Sun,Highway,Foggy,Bad,Truck,1,0,1
0,Thu,Market,Foggy,Bad,Car,1,1,0
13,Thu,Residential,Foggy,Good,Bike,1,1,1
5,Sat,School-Zone,Foggy,Good,Car,0,0,1
4,Thu,Market,Rainy,Good,Car,1,0,0
23,Tue,School-Zone,Rainy,Good,Car,0,0,1
5,Fri,Highway,Clear,Good,Bike,1,1,1
7,Wed,Market,Clear,Good,Bike,0,0,0
16,Sun,Market,Foggy,Bad,Bus,0,1,1
2,Wed,Office-Area,Foggy,Good,Bus,1,0,1
20,Sat,Office-Area,Rainy,Bad,Car,1,1,0
2,Wed,Highway,Clear,Bad,Bike,1,0,0
3,Sat,Office-Area,Rainy,Good,Bike,0,1,1
9,Tue,Residential,Foggy,Good,Bike,0,1,1
16,Sun,School-Zone,Rainy,Bad,Truck,0,1,0
11,Thu,Market,Rainy,Good,Car,0,0,1
17,Wed,Highway,Clear,Bad,Bike,0,0,1
16,Fri,School-Zone,Clear,Good,Car,1,0,1
5,Thu,Residential,Rainy,Good,Bike,1,1,1
15,Tue,Highway,Foggy,Bad,Bike,0,0,0
9,Sat,Office-Area,Rainy,Good,Bike,0,0,1
22,Sun,Office-Area,Foggy,Bad,Bus,0,1,1
21,Sun,Highway,Foggy,Good,Car,0,0,1
17,Mon,Residential,Clear,Good,Truck,1,0,1
4,Thu,Market,Foggy,Bad,Car,0,0,0
15,Sun,Highway,Foggy,Good,Car,0,0,0
14,Tue,Market,Foggy,Good,Truck,0,1,1
5,Sat,Office-Area,Foggy,Good,Bus,1,1,1
20,Tue,Residential,Rainy,Good,Bike,0,0,0
15,Wed,Market,Clear,Bad,Truck,0,0,1
5,Sun,Highway,Foggy,Bad,Car,0,1,1
2,Wed,Office-Area,Rainy,Good,Bike,0,1,0
1,Tue,Highway,Foggy,Good,Bus,1,0,1
14,Fri,Residential,Clear,Good,Bike,0,1,1
20,Fri,Office-Area,Clear,Good,Car,1,1,0
6,Fri,Residential,Foggy,Good,Bike,0,0,1
3,Fri,School-Zone,Foggy,Good,Bike,0,0,0
16,Sat,Market,Clear,Bad,Car,0,1,0
19,Sat,School-Zone,Clear,Bad,Bus,0,0,0
20,Mon,Highway,Rainy,Bad,Truck,0,1,0
21,Thu,School-Zone,Foggy,Bad,Truck,0,1,0
1,Wed,Highway,Foggy,Good,Truck,1,0,0
5,Sat,Market,Foggy,Good,Truck,1,0,1
10,Mon,Residential,Foggy,Bad,Bus,1,1,1
14,Wed,Residential,Rainy,Bad,Bike,0,0,1
20,Sun,School-Zone,Foggy,Good,Bike,0,1,0
20,Mon,Residential,Foggy,Good,Bike,0,0,0
4,Fri,School-Zone,Rainy,Good,Car,1,1,1
0,Sun,Office-Area,Clear,Good,Car,0,0,0
6,Sun,Office-Area,Clear,Good,Truck,0,0,1
12,Thu,Office-Area,Clear,Bad,Bike,0,1,0
7,Mon,School-Zone,Clear,Good,Bike,0,1,0
9,Sun,Market,Foggy,Bad,Car,0,1,1
17,Thu,Residential,Foggy,Good,Bus,0,1,0
4,Mon,School-Zone,Clear,Bad,Car,1,0,0
15,Wed,Highway,Rainy,Good,Bike,1,1,1
1,Sun,Residential,Rainy,Bad,Truck,1,1,0
21,Mon,Highway,Foggy,Bad,Car,1,1,0
16,Fri,Residential,Rainy,Bad,Truck,0,0,1
2,Fri,School-Zone,Foggy,Good,Truck,0,1,0
22,Tue,Highway,Rainy,Good,Truck,0,0,0
5,Sun,Residential,Foggy,Bad,Truck,1,0,0
9,Sun,Highway,Clear,Bad,Truck,1,1,1
9,Sun,Market,Rainy,Good,Truck,0,1,0
21,Fri,Office-Area,Rainy,Good,Bike,1,1,1
23,Wed,Residential,Clear,Good,Bike,0,1,0
14,Tue,School-Zone,Rainy,Good,Truck,0,0,0
20,Sat,Market,Clear,Bad,Bike,1,0,1
5,Wed,Market,Rainy,Bad,Car,0,0,1
11,Thu,School-Zone,Rainy,Good,Car,1,1,1
12,Thu,School-Zone,Rainy,Bad,Bus,0,1,1
7,Wed,Market,Rainy,Bad,Truck,1,0,1
6,Wed,Residential,Rainy,Bad,Car,0,1,0
16,Thu,School-Zone,Clear,Good,Bus,0,1,0
9,Thu,Market,Rainy,Bad,Bike,0,0,0
17,Mon,Residential,Rainy,Good,Car,1,0,1
7,Mon,Office-Area,Clear,Good,Bus,0,0,1
20,Tue,School-Zone,Rainy,Bad,Car,1,0,0
17,Wed,Market,Clear,Bad,Bus,0,0,0
7,Tue,Office-Area,Foggy,Bad,Truck,1,1,1
12,Sun,Office-Area,Foggy,Bad,Bike,1,0,1
5,Tue,Market,Rainy,Bad,Bus,0,0,1
17,Thu,Office-Area,Foggy,Bad,Truck,1,1,0
9,Tue,Highway,Foggy,Good,Car,1,1,0
6,Sat,Office-Area,Foggy,Good,Car,0,1,1
4,Mon,School-Zone,Rainy,Good,Truck,1,0,0
1,Fri,Office-Area,Clear,Good,Bike,1,1,1
14,Tue,Residential,Foggy,Bad,Bike,0,1,1
7,Fri,Office-Area,Rainy,Good,Truck,1,1,1
12,Tue,Residential,Rainy,Good,Car,0,0,1
1,Mon,School-Zone,Rainy,Good,Truck,1,1,1
7,Mon,Market,Rainy,Bad,Car,1,1,0
10,Sat,Office-Area,Foggy,Good,Truck,1,0,1
22,Sat,Office-Area,Clear,Good,Bike,1,1,1
2,Thu,Highway,Foggy,Good,Bus,1,1,0
0,Sun,Market,Foggy,Good,Truck,1,0,0
14,Wed,Highway,Rainy,Good,Bus,0,0,0
21,Sun,Highway,Clear,Bad,Truck,0,0,1
19,Thu,Office-Area,Foggy,Good,Bus,1,0,1
14,Fri,Office-Area,Foggy,Bad,Bike,0,0,0
19,Sun,Highway,Clear,Good,Truck,0,1,1
0,Mon,Office-Area,Rainy,Bad,Bus,1,0,0
1,Fri,Highway,Clear,Good,Bus,1,1,0
2,Mon,School-Zone,Rainy,Good,Truck,0,0,0
3,Tue,School-Zone,Rainy,Bad,Car,0,0,0
21,Thu,Market,Clear,Good,Truck,1,0,1
2,Sun,School-Zone,Rainy,Good,Car,1,0,0
2,Sun,Highway,Clear,Good,Bike,1,1,1
10,Tue,Market,Clear,Good,Bike,0,1,0
2,Mon,Residential,Rainy,Bad,Car,0,0,0
22,Tue,Highway,Clear,Good,Car,0,1,1
22,Sat,Highway,Rainy,Bad,Truck,0,1,0
19,Sun,Market,Rainy,Bad,Car,0,1,1
14,Mon,Residential,Clear,Bad,Car,1,1,1
20,Wed,Office-Area,Clear,Bad,Bus,0,0,1
7,Wed,Office-Area,Clear,Bad,Bus,0,1,1
19,Sat,School-Zone,Clear,Bad,Truck,1,0,0
8,Tue,School-Zone,Foggy,Good,Bus,1,1,0
1,Fri,Highway,Rainy,Good,Bike,0,0,0
18,Sat,School-Zone,Clear,Bad,Bike,1,1,0
0,Wed,Office-Area,Rainy,Bad,Bike,1,0,1
12,Tue,Market,Foggy,Good,Car,0,0,1
3,Mon,Market,Foggy,Bad,Bus,0,1,1
10,Thu,School-Zone,Clear,Bad,Car,0,1,1
22,Tue,Highway,Foggy,Good,Car,1,1,0
2,Thu,Office-Area,Clear,Good,Bus,1,1,0
23,Wed,Highway,Clear,Bad,Bike,1,0,1
22,Fri,School-Zone,Foggy,Good,Bike,0,1,0
3,Sun,Office-Area,Foggy,Good,Bus,1,0,1
9,Thu,Office-Area,Clear,Bad,Car,1,0,0
17,Wed,Residential,Rainy,Bad,Car,1,1,1
2,Tue,School-Zone,Clear,Bad,Bike,1,1,0
13,Thu,Office-Area,Foggy,Bad,Bike,1,0,0
14,Sat,Office-Area,Rainy,Bad,Bike,1,0,1
15,Sat,Market,Foggy,Good,Car,1,0,1
13,Thu,School-Zone,Foggy,Good,Car,0,0,1
15,Wed,Market,Clear,Good,Bus,1,1,0
4,Sat,Office-Area,Rainy,Good,Bus,1,0,1
12,Wed,Market,Clear,Good,Car,0,1,0
1,Sun,Market,Clear,Bad,Car,0,0,0
8,Tue,Office-Area,Clear,Good,Bike,1,0,1
8,Tue,Office-Area,Clear,Good,Truck,1,0,0
1,Mon,Market,Rainy,Bad,Truck,0,1,0
4,Sun,Office-Area,Rainy,Good,Bike,1,0,0
16,Tue,School-Zone,Rainy,Good,Car,0,1,1
21,Mon,School-Zone,Rainy,Good,Bike,0,0,1
23,Sun,Highway,Foggy,Good,Car,0,1,0
15,Sun,Office-Area,Rainy,Good,Truck,1,1,0
23,Sat,Office-Area,Rainy,Good,Bike,1,0,1
14,Thu,Residential,Foggy,Good,Car,1,1,1
8,Tue,Office-Area,Rainy,Good,Bus,0,1,0
0,Mon,Residential,Foggy,Good,Car,0,1,1
4,Sun,Highway,Foggy,Good,Truck,0,1,1
21,Wed,Residential,Clear,Good,Bike,1,0,0
22,Fri,Office-Area,Foggy,Good,Bus,0,0,0
16,Mon,Residential,Foggy,Bad,Bus,0,1,1
13,Wed,School-Zone,Clear,Good,Bus,0,1,1
10,Sun,School-Zone,Clear,Good,Bus,0,1,1
11,Thu,School-Zone,Clear,Good,Bus,1,1,0
11,Fri,Residential,Clear,Bad,Truck,0,1,0
13,Fri,Office-Area,Foggy,Bad,Car,1,0,1
2,Mon,Residential,Clear,Bad,Car,1,0,0
7,Thu,Market,Clear,Good,Bike,0,1,1
22,Fri,Highway,Foggy,Bad,Bike,0,0,0
20,Mon,Market,Rainy,Bad,Truck,1,0,0
15,Thu,School-Zone,Clear,Bad,Truck,1,1,1
10,Sun,Highway,Clear,Good,Car,1,0,1
12,Sun,Highway,Clear,Good,Bike,0,0,0
13,Tue,Office-Area,Foggy,Bad,Truck,0,0,1
17,Wed,Highway,Clear,Bad,Bus,1,1,1
18,Tue,Office-Area,Rainy,Bad,Truck,1,1,1
9,Mon,Residential,Rainy,Bad,Car,1,1,0
14,Wed,Residential,Clear,Bad,Bus,0,1,1
23,Wed,Residential,Foggy,Bad,Bus,1,1,1
0,Mon,School-Zone,Foggy,Bad,Bus,0,0,1
23,Sat,Residential,Foggy,Bad,Truck,1,1,1
2,Fri,Market,Rainy,Bad,Bus,1,0,0
10,Sat,Market,Rainy,Bad,Car,0,0,0
2,Fri,Office-Area,Foggy,Bad,Car,1,0,1
2,Tue,Highway,Rainy,Good,Bike,0,0,0
1,Mon,School-Zone,Clear,Good,Car,1,0,1
20,Sat,Residential,Clear,Good,Truck,1,1,0
8,Sun,Market,Clear,Good,Bus,0,0,1
12,Thu,Highway,Foggy,Bad,Car,1,0,0
0,Sat,Office-Area,Rainy,Bad,Bus,0,1,0
16,Sun,Office-Area,Clear,Bad,Car,0,0,1
10,Sun,Residential,Foggy,Bad,Bike,0,0,0
19,Tue,Market,Foggy,Bad,Car,0,0,0
8,Mon,Highway,Rainy,Bad,Truck,1,0,0
17,Tue,School-Zone,Rainy,Good,Truck,1,0,1
8,Sat,School-Zone,Clear,Good,Car,0,1,1
9,Sun,Residential,Foggy,Bad,Car,1,1,1
3,Thu,Highway,Foggy,Good,Truck,0,1,1
14,Fri,Highway,Clear,Bad,Bus,1,1,1
1,Wed,Residential,Clear,Bad,Car,1,1,1
14,Thu,School-Zone,Foggy,Bad,Bus,0,0,1
18,Thu,Residential,Clear,Bad,Truck,0,0,1
22,Mon,Highway,Clear,Good,Bus,1,0,0
23,Mon,Residential,Rainy,Bad,Truck,1,0,1
20,Tue,Highway,Foggy,Bad,Car,1,0,1
6,Thu,Residential,Foggy,Good,Bike,1,0,0
18,Mon,Office-Area,Clear,Bad,Car,1,1,1
13,Fri,School-Zone,Clear,Bad,Truck,0,1,1
2,Mon,Market,Clear,Bad,Bike,0,1,0
21,Wed,Highway,Rainy,Good,Car,1,1,0
9,Sat,Market,Foggy,Bad,Bike,0,1,0
6,Thu,Highway,Foggy,Bad,Bike,0,0,1
14,Sat,Office-Area,Clear,Bad,Truck,1,1,0
11,Sun,School-Zone,Foggy,Bad,Truck,1,1,0
11,Tue,School-Zone,Clear,Good,Bike,1,1,1
5,Sat,Residential,Rainy,Good,Truck,0,1,1
10,Sun,Highway,Foggy,Bad,Car,1,0,0
19,Mon,Office-Area,Foggy,Bad,Bus,0,0,1
4,Thu,Residential,Foggy,Good,Truck,1,1,0
19,Thu,Office-Area,Foggy,Good,Car,0,1,0
0,Tue,School-Zone,Foggy,Good,Car,1,0,0
2,Thu,Residential,Clear,Good,Bus,1,1,0
19,Wed,School-Zone,Clear,Good,Truck,1,0,0
4,Sun,Residential,Foggy,Bad,Bike,1,1,1
4,Wed,Market,Rainy,Bad,Bike,1,0,1
2,Thu,Residential,Rainy,Bad,Bus,1,0,1
0,Sun,Market,Foggy,Good,Truck,1,1,1
8,Wed,Office-Area,Foggy,Bad,Truck,1,0,1
16,Thu,Highway,Foggy,Good,Bike,0,1,1
17,Sun,Office-Area,Foggy,Bad,Truck,0,1,1
18,Sun,Residential,Rainy,Good,Bike,0,0,1
5,Sat,Market,Rainy,Good,Car,0,1,1
12,Mon,Residential,Foggy,Bad,Bus,0,1,1
13,Thu,School-Zone,Foggy,Bad,Car,1,1,1
3,Thu,Highway,Foggy,Bad,Bike,1,0,0
17,Thu,Office-Area,Foggy,Good,Bike,1,0,1
22,Fri,Market,Foggy,Good,Bike,0,1,1
14,Tue,Office-Area,Foggy,Good,Bus,0,0,0
2,Sat,Office-Area,Clear,Bad,Truck,0,1,1
4,Sun,Office-Area,Rainy,Bad,Truck,1,0,1
23,Mon,Highway,Rainy,Good,Truck,0,1,0
16,Tue,Market,Clear,Bad,Truck,0,1,1
23,Tue,Office-Area,Clear,Good,Truck,0,1,1
21,Fri,Market,Foggy,Bad,Bike,1,0,1
6,Fri,Market,Rainy,Good,Car,0,0,1
0,Tue,Residential,Rainy,Good,Bike,1,0,0
8,Tue,School-Zone,Foggy,Bad,Car,0,1,0
3,Thu,School-Zone,Foggy,Bad,Car,1,1,1
19,Tue,Highway,Foggy,Good,Bus,0,0,0
21,Thu,School-Zone,Foggy,Bad,Bus,1,1,1
23,Thu,Office-Area,Foggy,Bad,Bus,1,0,0
17,Fri,Office-Area,Foggy,Bad,Truck,1,0,1
1,Sun,Office-Area,Foggy,Good,Car,1,1,0
9,Fri,Residential,Foggy,Bad,Truck,0,1,1
21,Tue,Residential,Clear,Bad,Truck,0,0,1
9,Sun,Office-Area,Foggy,Good,Truck,0,0,1
23,Wed,School-Zone,Clear,Good,Car,0,0,0
19,Sun,Office-Area,Clear,Bad,Truck,0,0,0
13,Tue,Residential,Clear,Good,Bike,1,1,1
15,Thu,Office-Area,Clear,Good,Car,0,1,1
21,Fri,Office-Area,Foggy,Good,Bus,0,1,0
19,Mon,Residential,Foggy,Good,Bike,1,0,1
17,Sun,School-Zone,Clear,Bad,Bike,1,1,1
14,Wed,School-Zone,Foggy,Good,Bus,0,0,1
7,Tue,Highway,Foggy,Good,Bus,1,0,0
12,Fri,Highway,Foggy,Bad,Bus,0,1,1
5,Tue,Office-Area,Foggy,Good,Truck,1,1,0
6,Mon,Residential,Rainy,Bad,Car,1,1,0
13,Fri,Market,Rainy,Bad,Bike,1,0,0
9,Wed,Highway,Foggy,Bad,Bike,1,1,0
23,Sat,School-Zone,Clear,Good,Bus,0,1,1
19,Sun,Highway,Foggy,Bad,Bus,1,0,1
19,Sun,Highway,Rainy,Bad,Bike,0,1,0
4,Fri,Market,Clear,Bad,Bus,0,0,0
15,Thu,Market,Foggy,Good,Bus,0,0,1
11,Sat,Office-Area,Rainy,Bad,Bus,1,0,1
18,Wed,Residential,Foggy,Good,Bike,1,0,1
18,Mon,Residential,Foggy,Good,Truck,1,1,0
19,Sun,Highway,Rainy,Good,Bike,0,1,1
3,Fri,School-Zone,Rainy,Good,Car,0,1,1
11,Wed,Office-Area,Clear,Bad,Bus,1,1,1
11,Sat,Office-Area,Clear,Bad,Car,0,1,1
17,Mon,Office-Area,Rainy,Bad,Bike,0,1,0
14,Sat,Residential,Rainy,Good,Car,0,1,1
10,Mon,Office-Area,Foggy,Good,Car,1,0,1
6,Mon,Office-Area,Foggy,Bad,Car,1,1,1
20,Thu,Market,Clear,Bad,Car,0,1,1
22,Fri,Office-Area,Rainy,Good,Car,0,0,0
7,Wed,School-Zone,Foggy,Bad,Truck,1,1,1
18,Thu,School-Zone,Clear,Bad,Bike,0,1,0
18,Mon,Market,Foggy,Good,Car,0,1,1
22,Sat,Highway,Rainy,Good,Car,0,0,1
14,Wed,Highway,Rainy,Good,Car,1,1,0
21,Sat,Market,Clear,Good,Bike,0,1,1
7,Sun,School-Zone,Clear,Bad,Truck,0,1,0
4,Sat,Market,Clear,Good,Bike,0,0,0
20,Sun,Residential,Foggy,Good,Car,0,0,1
10,Sat,School-Zone,Clear,Bad,Car,0,0,0
15,Thu,Market,Rainy,Bad,Bus,1,0,1
17,Mon,Market,Rainy,Bad,Bike,0,1,0
23,Sat,Highway,Foggy,Good,Car,1,0,1
23,Mon,Residential,Foggy,Bad,Car,0,1,1
7,Tue,Market,Clear,Good,Truck,0,0,0
12,Sun,Market,Clear,Bad,Bus,0,0,1
16,Mon,Highway,Foggy,Good,Truck,0,0,0
6,Fri,Office-Area,Rainy,Good,Bus,1,0,0
6,Wed,School-Zone,Rainy,Good,Bike,0,0,1
5,Tue,School-Zone,Foggy,Good,Bus,0,0,0
8,Sat,Market,Foggy,Good,Truck,1,1,0
4,Wed,School-Zone,Foggy,Good,Bus,0,1,1
9,Tue,Residential,Rainy,Bad,Bus,0,0,1
20,Thu,Market,Rainy,Good,Car,0,1,0
0,Fri,Highway,Clear,Bad,Bus,1,0,1
7,Sat,School-Zone,Rainy,Bad,Truck,1,1,1
1,Sun,Residential,Rainy,Good,Bus,1,0,1
12,Tue,Office-Area,Clear,Good,Car,1,0,0
18,Sun,Office-Area,Rainy,Good,Bike,0,0,0
16,Wed,School-Zone,Clear,Bad,Car,0,0,0
21,Wed,Office-Area,Clear,Bad,Bus,1,0,0
18,Thu,Market,Clear,Good,Bus,1,0,1
11,Sat,Residential,Foggy,Good,Car,1,1,1
12,Thu,School-Zone,Rainy,Good,Bike,1,0,0
23,Wed,Highway,Rainy,Good,Truck,0,0,1
22,Thu,Highway,Foggy,Good,Bus,1,0,1
14,Sun,Highway,Clear,Good,Bike,1,0,1
8,Wed,Residential,Clear,Good,Truck,1,1,0
11,Fri,School-Zone,Clear,Bad,Bus,0,1,0
19,Sun,Office-Area,Rainy,Bad,Truck,1,1,1
2,Thu,Highway,Foggy,Good,Bus,0,0,1
8,Sat,Office-Area,Rainy,Good,Car,0,0,0
12,Fri,Residential,Foggy,Bad,Bus,1,1,1
8,Tue,School-Zone,Foggy,Good,Car,0,1,0
15,Wed,School-Zone,Rainy,Bad,Bike,1,0,0
18,Mon,Market,Foggy,Good,Truck,0,0,0
17,Sat,Office-Area,Clear,Good,Bike,0,1,1
11,Wed,School-Zone,Foggy,Good,Bike,1,1,0
3,Wed,Office-Area,Rainy,Good,Bus,0,1,0
15,Mon,Office-Area,Clear,Bad,Truck,1,1,1
22,Wed,Residential,Clear,Good,Car,1,1,0
17,Mon,Office-Area,Clear,Good,Truck,1,1,0
19,Sat,Residential,Rainy,Bad,Car,1,1,1
5,Mon,Market,Clear,Good,Car,1,1,0
7,Fri,Residential,Foggy,Good,Truck,1,0,0
5,Wed,Highway,Rainy,Bad,Truck,0,1,0
0,Mon,School-Zone,Foggy,Bad,Bike,1,1,1
12,Thu,School-Zone,Rainy,Good,Truck,1,0,0
16,Tue,School-Zone,Foggy,Good,Bike,0,0,1
17,Fri,Residential,Clear,Good,Bike,0,0,1
0,Sun,School-Zone,Clear,Bad,Truck,0,1,1
0,Sat,School-Zone,Rainy,Bad,Truck,1,0,0
7,Fri,Market,Rainy,Bad,Truck,1,0,1
0,Tue,Residential,Clear,Good,Bus,1,1,1
17,Mon,School-Zone,Rainy,Bad,Car,0,0,1
2,Tue,Office-Area,Rainy,Bad,Car,1,0,1
23,Wed,Highway,Rainy,Good,Truck,0,0,0
1,Thu,Office-Area,Clear,Bad,Bus,0,1,0
11,Sun,Highway,Rainy,Bad,Truck,0,1,1
13,Mon,Office-Area,Foggy,Bad,Bike,0,1,1
